
code	|	name	|	preferred name	|	taxid
1	|	Cardiocondyla kagutsuchi	|	 	|	329304
3	|	Cardiocondyla kazanensis	|	 	|	 
1	|	Cardiocondyla koshewnikovi	|	 	|	329305
3	|	Cardiocondyla kushanica	|	 	|	 
3	|	Cardiocondyla littoralis	|	 	|	 
3	|	Cardiocondyla longiceps	|	 	|	 
3	|	Cardiocondyla longinoda	|	 	|	 
3	|	Cardiocondyla luciae	|	 	|	 
1	|	Cardiocondyla mauritanica	|	 	|	314138
3	|	Cardiocondyla melana	|	 	|	 
1	|	Cardiocondyla minutior	|	 	|	329306
3	|	Cardiocondyla monardi	|	 	|	 
3	|	Cardiocondyla nana	|	 	|	 
3	|	Cardiocondyla neferka	|	 	|	 
1	|	Cardiocondyla nigra	|	 	|	329307
1	|	Cardiocondyla nigrocerea	|	 	|	606311
3	|	Cardiocondyla nivalis	|	 	|	 
1	|	Cardiocondyla nuda	|	 	|	606313
1	|	Cardiocondyla obscurior	|	 	|	286306
3	|	Cardiocondyla opaca	|	 	|	 
3	|	Cardiocondyla opistopsis	|	 	|	 
3	|	Cardiocondyla papuana	|	 	|	 
1	|	Cardiocondyla paradoxa	|	 	|	606317
3	|	Cardiocondyla paranuda	|	 	|	 
1	|	Cardiocondyla parvinoda	|	 	|	329313
3	|	Cardiocondyla persiana	|	 	|	 
3	|	Cardiocondyla pirata	|	 	|	 
3	|	Cardiocondyla rugulosa	|	 	|	 
1	|	Cardiocondyla sahlbergi	|	 	|	329308
3	|	Cardiocondyla sekhemka	|	 	|	 
3	|	Cardiocondyla semirubra	|	 	|	 
3	|	Cardiocondyla shagrinata	|	 	|	 
1	|	Cardiocondyla shuckardi	|	 	|	606324
3	|	Cardiocondyla sima	|	 	|	 
1	|	Cardiocondyla stambuloffii	|	 	|	606327
1	|	Cardiocondyla strigifrons	|	 	|	329310
3	|	Cardiocondyla tenuifrons	|	 	|	 
1	|	Cardiocondyla thoracica	|	 	|	606329
1	|	Cardiocondyla tibetana	|	 	|	606330
3	|	Cardiocondyla tiwarii	|	 	|	 
1	|	Cardiocondyla tjibodana	|	 	|	329314
1	|	Cardiocondyla ulianini	|	 	|	329311
3	|	Cardiocondyla unicalis	|	 	|	 
1	|	Cardiocondyla venustula	|	 	|	606333
3	|	Cardiocondyla weserka	|	 	|	 
3	|	Cardiocondyla wheeleri	|	 	|	 
1	|	Cardiocondyla wroughtonii	|	 	|	329301
3	|	Cardiocondyla yemeni	|	 	|	 
3	|	Cardiocondyla yoruba	|	 	|	 
3	|	Cardiocondyla zoserka	|	 	|	 
3	|	Carebara aberrans	|	 	|	 
3	|	Carebara aborensis	|	 	|	 
3	|	Carebara acuta	|	 	|	 
3	|	Carebara acutispina	|	 	|	 
1	|	Carebara affinis	|	 	|	411775
3	|	Carebara afghana	|	 	|	 
3	|	Carebara africana	|	 	|	 
3	|	Carebara alluaudi	|	 	|	 
1	|	Carebara alperti	|	 	|	1539494
3	|	Carebara alpha	|	 	|	 
3	|	Carebara altinoda	|	 	|	 
3	|	Carebara amia	|	 	|	 
3	|	Carebara ampla	|	 	|	 
3	|	Carebara angolensis	|	 	|	 
3	|	Carebara angulata	|	 	|	 
3	|	Carebara anophthalma	|	 	|	 
3	|	Carebara arabara	|	 	|	 
3	|	Carebara arabica	|	 	|	 
3	|	Carebara armata	|	 	|	 
3	|	Carebara arnoldi	|	 	|	 
3	|	Carebara arnoldiella	|	 	|	 
3	|	Carebara asina	|	 	|	 
3	|	Carebara atoma	|	 	|	 
3	|	Carebara audita	|	 	|	 
1	|	Carebara bara	|	 	|	2566381
3	|	Carebara bartrumi	|	 	|	 
3	|	Carebara bengalensis	|	 	|	 
3	|	Carebara berivelo	|	 	|	 
3	|	Carebara beta	|	 	|	 
3	|	Carebara betsi	|	 	|	 
3	|	Carebara bicarinata	|	 	|	 
3	|	Carebara bihornata	|	 	|	 
3	|	Carebara borealis	|	 	|	 
3	|	Carebara bouvardi	|	 	|	 
1	|	Carebara brasiliana	|	 	|	606366
1	|	Carebara brevipilosa	|	 	|	606367
3	|	Carebara bruchi	|	 	|	 
3	|	Carebara bruni	|	 	|	 
3	|	Carebara butteli	|	 	|	 
3	|	Carebara capreola	|	 	|	 
3	|	Carebara carinata	|	 	|	 
3	|	Carebara castanea	|	 	|	 
3	|	Carebara ceylonensis	|	 	|	 
3	|	Carebara coeca	|	 	|	 
3	|	Carebara concinna	|	 	|	 
3	|	Carebara convexa	|	 	|	 
3	|	Carebara coqueta	|	 	|	 
3	|	Carebara cornigera	|	 	|	 
3	|	Carebara crassiuscula	|	 	|	 
3	|	Carebara creolei	|	 	|	 
3	|	Carebara cribriceps	|	 	|	 
3	|	Carebara crigensis	|	 	|	 
3	|	Carebara curvispina	|	 	|	 
3	|	Carebara debilis	|	 	|	 
3	|	Carebara demeter	|	 	|	 
3	|	Carebara dentata	|	 	|	 
3	|	Carebara deponens	|	 	|	 
3	|	Carebara diabola	|	 	|	 
3	|	Carebara diabolica	|	 	|	 
3	|	Carebara distincta	|	 	|	 
1	|	Carebara diversa	|	 	|	615681
3	|	Carebara donisthorpei	|	 	|	 
3	|	Carebara dota	|	 	|	 
1	|	Carebara elmenteitae	|	 	|	606388
3	|	Carebara elongata	|	 	|	 
3	|	Carebara erythraea	|	 	|	 
3	|	Carebara escherichi	|	 	|	 
3	|	Carebara fayrouzae	|	 	|	 
3	|	Carebara frontalis	|	 	|	 
3	|	Carebara globularia	|	 	|	 
1	|	Carebara grandidieri	|	 	|	606394
3	|	Carebara guineana	|	 	|	 
3	|	Carebara gustavmayri	|	 	|	 
3	|	Carebara hainteny	|	 	|	 
3	|	Carebara hammoniae	|	 	|	 
3	|	Carebara hannya	|	 	|	 
3	|	Carebara hiragasy	|	 	|	 
3	|	Carebara hornata	|	 	|	 
3	|	Carebara hostilis	|	 	|	 
3	|	Carebara hunanensis	|	 	|	 
3	|	Carebara inca	|	 	|	 
3	|	Carebara incerta	|	 	|	 
3	|	Carebara incierta	|	 	|	 
3	|	Carebara infima	|	 	|	 
1	|	Carebara intermedia	|	 	|	606402
3	|	Carebara jacobsoni	|	 	|	 
3	|	Carebara jajoby	|	 	|	 
3	|	Carebara jeanneli	|	 	|	 
3	|	Carebara jiangxiensis	|	 	|	 
3	|	Carebara junodi	|	 	|	 
1	|	Carebara kabosy	|	 	|	2566382
3	|	Carebara khamiensis	|	 	|	 
3	|	Carebara kofana	|	 	|	 
3	|	Carebara kunensis	|	 	|	 
3	|	Carebara lamellifrons	|	 	|	 
3	|	Carebara langi	|	 	|	 
3	|	Carebara latinoda	|	 	|	 
3	|	Carebara latro	|	 	|	 
3	|	Carebara leei	|	 	|	 
3	|	Carebara lignata	|	 	|	 
3	|	Carebara lilith	|	 	|	 
3	|	Carebara longiceps	|	 	|	 
3	|	Carebara longii	|	 	|	 
3	|	Carebara lova	|	 	|	 
3	|	Carebara lucida	|	 	|	 
3	|	Carebara lusciosa	|	 	|	 
3	|	Carebara luzonensis	|	 	|	 
3	|	Carebara maccus	|	 	|	 
3	|	Carebara madibai	|	 	|	 
3	|	Carebara mahafaly	|	 	|	 
3	|	Carebara majeri	|	 	|	 
3	|	Carebara malagasy	|	 	|	 
3	|	Carebara manni	|	 	|	 
3	|	Carebara mayri	|	 	|	 
3	|	Carebara melanocephala	|	 	|	 
1	|	Carebara melasolena	|	 	|	297328
3	|	Carebara menozzii	|	 	|	 
3	|	Carebara minima	|	 	|	 
3	|	Carebara minuta	|	 	|	 
3	|	Carebara mjobergi	|	 	|	 
3	|	Carebara mukkaliensis	|	 	|	 
3	|	Carebara nana	|	 	|	 
3	|	Carebara nanningensis	|	 	|	 
3	|	Carebara nayana	|	 	|	 
3	|	Carebara nicotianae	|	 	|	 
3	|	Carebara norfolkensis	|	 	|	 
1	|	Carebara nosindambo	|	 	|	606428
3	|	Carebara nuda	|	 	|	 
3	|	Carebara obscura	|	 	|	 
3	|	Carebara obtusidenta	|	 	|	 
3	|	Carebara octata	|	 	|	 
3	|	Carebara oertzeni	|	 	|	 
3	|	Carebara omasi	|	 	|	 
3	|	Carebara oni	|	 	|	 
3	|	Carebara osborni	|	 	|	 
3	|	Carebara overbecki	|	 	|	 
3	|	Carebara paeta	|	 	|	 
1	|	Carebara panamensis	|	 	|	606437
3	|	Carebara patrizii	|	 	|	 
3	|	Carebara paya	|	 	|	 
3	|	Carebara perpusilla	|	 	|	 
3	|	Carebara peruviana	|	 	|	 
3	|	Carebara petulca	|	 	|	 
3	|	Carebara petulens	|	 	|	 
3	|	Carebara phragmotica	|	 	|	 
3	|	Carebara pilosa	|	 	|	 
3	|	Carebara pisinna	|	 	|	 
3	|	Carebara placida	|	 	|	 
3	|	Carebara polita	|	 	|	 
3	|	Carebara polyphemus	|	 	|	 
3	|	Carebara propomegata	|	 	|	 
3	|	Carebara pseudolusciosa	|	 	|	 
3	|	Carebara pullata	|	 	|	 
3	|	Carebara pumilia	|	 	|	 
3	|	Carebara pygmaea	|	 	|	 
3	|	Carebara qianliyan	|	 	|	 
3	|	Carebara quratulain	|	 	|	 
3	|	Carebara raberi	|	 	|	 
3	|	Carebara raja	|	 	|	 
3	|	Carebara rara	|	 	|	 
3	|	Carebara rectangulata	|	 	|	 
3	|	Carebara rectidorsa	|	 	|	 
1	|	Carebara reina	|	 	|	606452
3	|	Carebara reticapita	|	 	|	 
3	|	Carebara reticulata	|	 	|	 
3	|	Carebara robertsoni	|	 	|	 
3	|	Carebara rothneyi	|	 	|	 
3	|	Carebara rubra	|	 	|	 
3	|	Carebara rugata	|	 	|	 
3	|	Carebara rugoflabella	|	 	|	 
3	|	Carebara sakamotoi	|	 	|	 
3	|	Carebara salegi	|	 	|	 
3	|	Carebara sampi	|	 	|	 
3	|	Carebara sangi	|	 	|	 
3	|	Carebara santschii	|	 	|	 
3	|	Carebara sarasinorum	|	 	|	 
3	|	Carebara sarita	|	 	|	 
3	|	Carebara satana	|	 	|	 
3	|	Carebara sauteri	|	 	|	 
3	|	Carebara semilaevis	|	 	|	 
3	|	Carebara sicheli	|	 	|	 
1	|	Carebara silenus	|	Carebara silena	|	615709
1	|	Carebara silvestrii	|	 	|	606465
3	|	Carebara similis	|	 	|	 
3	|	Carebara sinhala	|	 	|	 
3	|	Carebara sodalis	|	 	|	 
3	|	Carebara solitaria	|	 	|	 
3	|	Carebara spinata	|	 	|	 
3	|	Carebara stenoptera	|	 	|	 
3	|	Carebara striata	|	 	|	 
3	|	Carebara sublatro	|	 	|	 
3	|	Carebara subreptor	|	 	|	 
3	|	Carebara sudanensis	|	 	|	 
3	|	Carebara sudanica	|	 	|	 
3	|	Carebara sundaica	|	 	|	 
3	|	Carebara tahitiensis	|	 	|	 
3	|	Carebara taiponica	|	 	|	 
3	|	Carebara tana	|	 	|	 
3	|	Carebara tanana	|	 	|	 
3	|	Carebara tenua	|	 	|	 
3	|	Carebara terayamai	|	 	|	 
3	|	Carebara termitolestes	|	 	|	 
1	|	Carebara thoracica	|	 	|	606481
3	|	Carebara traegaordhi	|	 	|	 
3	|	Carebara transversalis	|	 	|	 
3	|	Carebara trechideros	|	 	|	 
3	|	Carebara ugandana	|	 	|	 
1	|	Carebara urichi	|	 	|	606484
3	|	Carebara varia	|	 	|	 
3	|	Carebara vazimba	|	 	|	 
3	|	Carebara vespillo	|	 	|	 
1	|	Carebara vidua	|	 	|	606485
3	|	Carebara viehmeyeri	|	 	|	 
3	|	Carebara villiersi	|	 	|	 
3	|	Carebara volsellata	|	 	|	 
3	|	Carebara vorax	|	 	|	 
3	|	Carebara weyeri	|	 	|	 
3	|	Carebara wheeleri	|	 	|	 
3	|	Carebara wroughtonii	|	 	|	 
3	|	Carebara yamatonis	|	 	|	 
3	|	Carebara yanoi	|	 	|	 
3	|	Carebara zengchengensis	|	 	|	 
1	|	Cataglyphis abyssinica	|	 	|	606497
3	|	Cataglyphis acutinodis	|	 	|	 
3	|	Cataglyphis adenensis	|	 	|	 
1	|	Cataglyphis aenescens	|	 	|	606501
3	|	Cataglyphis agostii	|	 	|	 
1	|	Cataglyphis albicans	|	 	|	606502
3	|	Cataglyphis alibabae	|	 	|	 
1	|	Cataglyphis altisquamis	|	 	|	606510
3	|	Cataglyphis arenaria	|	 	|	 
3	|	Cataglyphis argentata	|	 	|	 
3	|	Cataglyphis asiriensis	|	 	|	 
3	|	Cataglyphis aurata	|	 	|	 
1	|	Cataglyphis bellicosa	|	 	|	606515
3	|	Cataglyphis bergiana	|	 	|	 
1	|	Cataglyphis bicolor	|	 	|	299895
3	|	Cataglyphis bicoloripes	|	 	|	 
1	|	Cataglyphis bombycina	|	 	|	72790
3	|	Cataglyphis bucharica	|	 	|	 
3	|	Cataglyphis cana	|	 	|	 
3	|	Cataglyphis cinnamomea	|	 	|	 
3	|	Cataglyphis cretica	|	 	|	 
1	|	Cataglyphis cubica	|	Cataglyphis albicans cubicus	|	606503
3	|	Cataglyphis cugiai	|	 	|	 
3	|	Cataglyphis cuneinodis	|	 	|	 
1	|	Cataglyphis cursor	|	 	|	72792
1	|	Cataglyphis diehlii	|	 	|	606533
3	|	Cataglyphis douwesi	|	 	|	 
3	|	Cataglyphis elegantissima	|	 	|	 
1	|	Cataglyphis emeryi	|	 	|	606536
1	|	Cataglyphis emmae	|	 	|	606537
3	|	Cataglyphis espadaleri	|	 	|	 
3	|	Cataglyphis fisheri	|	 	|	 
3	|	Cataglyphis flavitibia	|	 	|	 
3	|	Cataglyphis flavobrunnea	|	 	|	 
1	|	Cataglyphis floricola	|	 	|	72788
1	|	Cataglyphis foreli	|	 	|	606541
1	|	Cataglyphis fortis	|	 	|	606542
3	|	Cataglyphis fossilis	|	 	|	 
1	|	Cataglyphis frigida	|	 	|	2571061
3	|	Cataglyphis gadeai	|	 	|	 
1	|	Cataglyphis gaetula	|	 	|	606546
3	|	Cataglyphis glabilabia	|	 	|	 
3	|	Cataglyphis gracilens	|	 	|	 
3	|	Cataglyphis hannae	|	 	|	 
3	|	Cataglyphis harteni	|	 	|	 
3	|	Cataglyphis helanensis	|	 	|	 
1	|	Cataglyphis hispanica	|	 	|	1086592
1	|	Cataglyphis holgerseni	|	 	|	606553
1	|	Cataglyphis humeya	|	 	|	72794
1	|	Cataglyphis iberica	|	 	|	1908311
3	|	Cataglyphis indica	|	 	|	 
1	|	Cataglyphis isis	|	 	|	606555
1	|	Cataglyphis israelensis	|	 	|	1986353
1	|	Cataglyphis italica	|	 	|	2560862
1	|	Cataglyphis kurdistanica	|	 	|	2571062
3	|	Cataglyphis laevior	|	 	|	 
1	|	Cataglyphis livida	|	 	|	1933148
1	|	Cataglyphis longipedem	|	 	|	606560
3	|	Cataglyphis lunatica	|	 	|	 
3	|	Cataglyphis machmal	|	 	|	 
3	|	Cataglyphis marroui	|	 	|	 
1	|	Cataglyphis mauritanica	|	 	|	299897
3	|	Cataglyphis minima	|	 	|	 
3	|	Cataglyphis nigra	|	 	|	 
3	|	Cataglyphis nigripes	|	 	|	 
1	|	Cataglyphis nodus	|	 	|	606565
1	|	Cataglyphis oasium	|	 	|	606566
3	|	Cataglyphis opacior	|	 	|	 
3	|	Cataglyphis otini	|	 	|	 
3	|	Cataglyphis oxiana	|	 	|	 
1	|	Cataglyphis pallida	|	 	|	606570
3	|	Cataglyphis piligera	|	 	|	 
1	|	Cataglyphis piliscapa	|	 	|	1933149
3	|	Cataglyphis pilisquamis	|	 	|	 
3	|	Cataglyphis pubescens	|	 	|	 
1	|	Cataglyphis rosenhaueri	|	 	|	72787
1	|	Cataglyphis rubra	|	 	|	1933147
1	|	Cataglyphis sabulosa	|	 	|	1933150
3	|	Cataglyphis saharae	|	 	|	 
1	|	Cataglyphis savignyi	|	 	|	299898
3	|	Cataglyphis semitonsa	|	 	|	 
3	|	Cataglyphis setipes	|	 	|	 
3	|	Cataglyphis shuaibensis	|	 	|	 
3	|	Cataglyphis stigmata	|	 	|	 
1	|	Cataglyphis takyrica	|	 	|	2571063
1	|	Cataglyphis tartessica	|	 	|	1933151
1	|	Cataglyphis theryi	|	 	|	606580
3	|	Cataglyphis turcomanica	|	 	|	 
3	|	Cataglyphis urens	|	 	|	 
3	|	Cataglyphis vaucheri	|	 	|	 
1	|	Cataglyphis velox	|	 	|	72786
1	|	Cataglyphis viatica	|	 	|	1086595
1	|	Cataglyphis viaticoides	|	 	|	606583
3	|	Cataglyphis zakharovi	|	 	|	 
3	|	Cataulacus adpressus	|	 	|	 
3	|	Cataulacus bequaerti	|	 	|	 
3	|	Cataulacus boltoni	|	 	|	 
3	|	Cataulacus brevisetosus	|	 	|	 
3	|	Cataulacus catuvolcus	|	 	|	 
3	|	Cataulacus centrurus	|	 	|	 
3	|	Cataulacus cestus	|	 	|	 
3	|	Cataulacus chapmani	|	 	|	 
3	|	Cataulacus difficilis	|	 	|	 
1	|	Cataulacus ebrardi	|	 	|	606595
1	|	Cataulacus egenus	|	 	|	606596
3	|	Cataulacus elongatus	|	 	|	 
3	|	Cataulacus erinaceus	|	 	|	 
3	|	Cataulacus flagitiosus	|	 	|	 
3	|	Cataulacus fricatidorsus	|	 	|	 
3	|	Cataulacus granulatus	|	 	|	 
3	|	Cataulacus greggi	|	 	|	 
1	|	Cataulacus guineensis	|	 	|	606603
1	|	Cataulacus hispidulus	|	 	|	606604
3	|	Cataulacus horridus	|	 	|	 
3	|	Cataulacus huberi	|	 	|	 
3	|	Cataulacus impressus	|	 	|	 
3	|	Cataulacus inermis	|	 	|	 
3	|	Cataulacus intrudens	|	 	|	 
3	|	Cataulacus jacksoni	|	 	|	 
3	|	Cataulacus jeanneli	|	 	|	 
3	|	Cataulacus kenyensis	|	 	|	 
3	|	Cataulacus kohli	|	 	|	 
3	|	Cataulacus latissimus	|	 	|	 
3	|	Cataulacus latus	|	 	|	 
3	|	Cataulacus lobatus	|	 	|	 
3	|	Cataulacus longinodus	|	 	|	 
3	|	Cataulacus lujae	|	 	|	 
3	|	Cataulacus marginatus	|	 	|	 
1	|	Cataulacus mckeyi	|	 	|	191818
3	|	Cataulacus micans	|	 	|	 
3	|	Cataulacus mocquerysi	|	 	|	 
3	|	Cataulacus moloch	|	 	|	 
1	|	Cataulacus muticus	|	 	|	606623
3	|	Cataulacus nenassus	|	 	|	 
3	|	Cataulacus oberthueri	|	 	|	 
3	|	Cataulacus pilosus	|	 	|	 
3	|	Cataulacus pompom	|	 	|	 
1	|	Cataulacus porcatus	|	 	|	606628
3	|	Cataulacus praetextus	|	 	|	 
3	|	Cataulacus pullus	|	 	|	 
3	|	Cataulacus pygmaeus	|	 	|	 
1	|	Cataulacus regularis	|	 	|	606632
3	|	Cataulacus resinosus	|	 	|	 
3	|	Cataulacus reticulatus	|	 	|	 
3	|	Cataulacus satrap	|	 	|	 
3	|	Cataulacus setosus	|	 	|	 
3	|	Cataulacus simoni	|	 	|	 
3	|	Cataulacus striativentris	|	 	|	 
3	|	Cataulacus taprobanae	|	 	|	 
3	|	Cataulacus tardus	|	 	|	 
3	|	Cataulacus taylori	|	 	|	 
3	|	Cataulacus tenuis	|	 	|	 
3	|	Cataulacus theobromicola	|	 	|	 
3	|	Cataulacus traegaordhi	|	 	|	 
1	|	Cataulacus voeltzkowi	|	 	|	606645
3	|	Cataulacus vorticus	|	 	|	 
1	|	Cataulacus wasmanni	|	 	|	606647
3	|	Cataulacus weissi	|	 	|	 
3	|	Cataulacus wissmannii	|	 	|	 
1	|	Centromyrmex alfaroi	|	 	|	606650
1	|	Centromyrmex angolensis	|	 	|	2233915
3	|	Centromyrmex bequaerti	|	 	|	 
1	|	Centromyrmex brachycola	|	 	|	606654
3	|	Centromyrmex decessor	|	 	|	 
3	|	Centromyrmex ereptor	|	 	|	 
1	|	Centromyrmex feae	|	 	|	369111
3	|	Centromyrmex fugator	|	 	|	 
3	|	Centromyrmex gigas	|	 	|	 
1	|	Centromyrmex hamulatus	|	 	|	606662
3	|	Centromyrmex longiventris	|	 	|	 
3	|	Centromyrmex praedator	|	 	|	 
3	|	Centromyrmex raptor	|	 	|	 
3	|	Centromyrmex secutor	|	 	|	 
1	|	Centromyrmex sellaris	|	 	|	411742
1	|	Cephalotes adolphi	|	 	|	606665
1	|	Cephalotes alfaroi	|	 	|	606666
3	|	Cephalotes angustus	|	 	|	 
3	|	Cephalotes argentatus	|	 	|	 
3	|	Cephalotes argentiventris	|	 	|	 
1	|	Cephalotes atratus	|	 	|	493210
1	|	Cephalotes auricomus	|	 	|	606669
3	|	Cephalotes auriger	|	 	|	 
1	|	Cephalotes basalis	|	 	|	606671
1	|	Cephalotes betoi	|	 	|	606672
1	|	Cephalotes biguttatus	|	 	|	606673
3	|	Cephalotes bimaculatus	|	 	|	 
3	|	Cephalotes bivestitus	|	 	|	 
1	|	Cephalotes bohlsi	|	 	|	606676
1	|	Cephalotes borgmeieri	|	 	|	606677
1	|	Cephalotes bruchi	|	 	|	606678
3	|	Cephalotes chacmul	|	 	|	 
1	|	Cephalotes christopherseni	|	 	|	606680
1	|	Cephalotes clypeatus	|	 	|	606681
3	|	Cephalotes coffeae	|	 	|	 
3	|	Cephalotes columbicus	|	 	|	 
3	|	Cephalotes complanatus	|	 	|	 
3	|	Cephalotes conspersus	|	 	|	 
1	|	Cephalotes cordatus	|	 	|	606686
1	|	Cephalotes cordiae	|	 	|	606687
1	|	Cephalotes cordiventris	|	 	|	606688
1	|	Cephalotes crenaticeps	|	 	|	606689
1	|	Cephalotes cristatus	|	 	|	606690
3	|	Cephalotes curvistriatus	|	 	|	 
3	|	Cephalotes decolor	|	 	|	 
3	|	Cephalotes decoloratus	|	 	|	 
3	|	Cephalotes dentidorsum	|	 	|	 
1	|	Cephalotes depressus	|	 	|	606695
3	|	Cephalotes dorbignyanus	|	 	|	 
3	|	Cephalotes duckei	|	 	|	 
3	|	Cephalotes ecuadorialis	|	 	|	 
1	|	Cephalotes eduarduli	|	 	|	606698
3	|	Cephalotes emeryi	|	 	|	 
3	|	Cephalotes femoralis	|	 	|	 
3	|	Cephalotes fiebrigi	|	 	|	 
3	|	Cephalotes flavigaster	|	 	|	 
3	|	Cephalotes foliaceus	|	 	|	 
3	|	Cephalotes fossithorax	|	 	|	 
3	|	Cephalotes frigidus	|	 	|	 
3	|	Cephalotes goeldii	|	 	|	 
1	|	Cephalotes goniodontus	|	 	|	606707
1	|	Cephalotes grandinosus	|	 	|	606708
1	|	Cephalotes guayaki	|	 	|	606709
3	|	Cephalotes haemorrhoidalis	|	 	|	 
3	|	Cephalotes hamulus	|	 	|	 
1	|	Cephalotes hirsutus	|	 	|	606711
3	|	Cephalotes inaequalis	|	 	|	 
3	|	Cephalotes inca	|	 	|	 
3	|	Cephalotes incertus	|	 	|	 
3	|	Cephalotes insularis	|	 	|	 
3	|	Cephalotes jamaicensis	|	 	|	 
1	|	Cephalotes jheringi	|	 	|	606717
3	|	Cephalotes klugi	|	 	|	 
1	|	Cephalotes kukulcan	|	 	|	606719
1	|	Cephalotes laminatus	|	 	|	606720
3	|	Cephalotes lanuginosus	|	 	|	 
3	|	Cephalotes lenca	|	 	|	 
3	|	Cephalotes liepini	|	 	|	 
1	|	Cephalotes liogaster	|	 	|	606724
1	|	Cephalotes maculatus	|	 	|	1263120
3	|	Cephalotes manni	|	 	|	 
1	|	Cephalotes marginatus	|	 	|	606726
3	|	Cephalotes membranaceus	|	 	|	 
1	|	Cephalotes minutus	|	 	|	606728
1	|	Cephalotes mompox	|	 	|	606729
1	|	Cephalotes multispinosus	|	 	|	606730
3	|	Cephalotes nilpiei	|	 	|	 
3	|	Cephalotes notatus	|	 	|	 
3	|	Cephalotes oculatus	|	 	|	 
1	|	Cephalotes opacus	|	 	|	606734
1	|	Cephalotes pallens	|	 	|	606735
3	|	Cephalotes pallidicephalus	|	 	|	 
1	|	Cephalotes pallidoides	|	 	|	606737
1	|	Cephalotes pallidus	|	 	|	606738
3	|	Cephalotes palta	|	 	|	 
3	|	Cephalotes palustris	|	 	|	 
3	|	Cephalotes patei	|	 	|	 
1	|	Cephalotes patellaris	|	 	|	606742
3	|	Cephalotes pavonii	|	 	|	 
1	|	Cephalotes pellans	|	 	|	606744
1	|	Cephalotes persimilis	|	 	|	606745
1	|	Cephalotes persimplex	|	 	|	606746
1	|	Cephalotes peruviensis	|	 	|	606747
3	|	Cephalotes pileini	|	 	|	 
1	|	Cephalotes pilosus	|	 	|	606749
3	|	Cephalotes pinelii	|	 	|	 
1	|	Cephalotes placidus	|	 	|	606751
1	|	Cephalotes porrasi	|	 	|	606752
3	|	Cephalotes prodigiosus	|	 	|	 
1	|	Cephalotes pusillus	|	 	|	606754
3	|	Cephalotes quadratus	|	 	|	 
1	|	Cephalotes ramiphilus	|	 	|	606756
3	|	Cephalotes resinae	|	 	|	 
1	|	Cephalotes rohweri	|	 	|	606758
1	|	Cephalotes scutulatus	|	 	|	606759
1	|	Cephalotes serraticeps	|	 	|	606760
1	|	Cephalotes setulifer	|	 	|	606761
1	|	Cephalotes simillimus	|	 	|	606762
3	|	Cephalotes sobrius	|	 	|	 
3	|	Cephalotes solidus	|	 	|	 
3	|	Cephalotes specularis	|	 	|	 
1	|	Cephalotes spinosus	|	 	|	606765
3	|	Cephalotes supercilii	|	 	|	 
3	|	Cephalotes taino	|	 	|	 
1	|	Cephalotes targionii	|	 	|	606768
1	|	Cephalotes texanus	|	 	|	606769
3	|	Cephalotes toltecus	|	 	|	 
1	|	Cephalotes trichophorus	|	 	|	606771
1	|	Cephalotes umbraculatus	|	 	|	606772
1	|	Cephalotes unimaculatus	|	 	|	369113
3	|	Cephalotes ustus	|	 	|	 
1	|	Cephalotes varians	|	 	|	577618
3	|	Cephalotes vinosus	|	 	|	 
3	|	Cephalotes wheeleri	|	 	|	 
1	|	Cerapachys antennatus	|	 	|	606781
1	|	Cerapachys jacobsoni	|	 	|	606836
3	|	Cerapachys manni	|	 	|	 
1	|	Cerapachys sulcinodis	|	 	|	606893
3	|	Cerapachys xizangensis	|	 	|	 
1	|	Cheliomyrmex andicola	|	 	|	232177
3	|	Cheliomyrmex audax	|	 	|	 
1	|	Cheliomyrmex megalonyx	|	 	|	606916
3	|	Cheliomyrmex morosus	|	 	|	 
3	|	Chimaeridris boltoni	|	 	|	 
3	|	Chimaeridris burckhardti	|	 	|	 
3	|	Chronoxenus butteli	|	 	|	 
3	|	Chronoxenus dalyi	|	 	|	 
1	|	Chronoxenus myops	|	 	|	606920
3	|	Chronoxenus rossi	|	 	|	 
3	|	Chronoxenus walshi	|	 	|	 
3	|	Chronoxenus wroughtonii	|	 	|	 
1	|	Chrysapace costatus	|	 	|	2507946
3	|	Chrysapace jacobsoni	|	 	|	 
3	|	Chrysapace merimbunensis	|	 	|	 
1	|	Chrysapace sauteri	|	 	|	2507945
3	|	Cladomyrma andrei	|	 	|	 
3	|	Cladomyrma aurochaetae	|	 	|	 
3	|	Cladomyrma crypteroniae	|	 	|	 
3	|	Cladomyrma dianeae	|	 	|	 
3	|	Cladomyrma hewitti	|	 	|	 
3	|	Cladomyrma hobbyi	|	 	|	 
1	|	Cladomyrma maryatiae	|	 	|	354279
1	|	Cladomyrma maschwitzi	|	 	|	46646
3	|	Cladomyrma nudidorsalis	|	 	|	 
1	|	Cladomyrma petalae	|	 	|	606928
3	|	Cladomyrma scopulosa	|	 	|	 
3	|	Cladomyrma sirindhornae	|	 	|	 
3	|	Cladomyrma yongi	|	 	|	 
3	|	Colobopsis abdita	|	 	|	 
3	|	Colobopsis acuta	|	 	|	 
3	|	Colobopsis anderseni	|	 	|	 
3	|	Colobopsis annetteae	|	 	|	 
3	|	Colobopsis apostemata	|	 	|	 
1	|	Colobopsis aruensis	|	 	|	2174971
3	|	Colobopsis aurata	|	 	|	 
3	|	Colobopsis aurelianus	|	 	|	 
