
code	|	name	|	preferred name	|	taxid
3	|	Cryptotermes abruptus	|	 	|	 
3	|	Cryptotermes aequacornis	|	 	|	 
3	|	Cryptotermes albipes	|	 	|	 
3	|	Cryptotermes angustinotus	|	 	|	 
1	|	Cryptotermes austrinus	|	 	|	105779
3	|	Cryptotermes bengalensis	|	 	|	 
3	|	Cryptotermes bracketti	|	 	|	 
1	|	Cryptotermes brevis	|	 	|	105780
3	|	Cryptotermes canalensis	|	 	|	 
1	|	Cryptotermes cavifrons	|	 	|	641613
3	|	Cryptotermes ceylonicus	|	 	|	 
3	|	Cryptotermes chacoensis	|	 	|	 
3	|	Cryptotermes chasei	|	 	|	 
1	|	Cryptotermes colombianus	|	 	|	1874246
3	|	Cryptotermes contognathus	|	 	|	 
3	|	Cryptotermes crassicornis	|	 	|	 
3	|	Cryptotermes cristatus	|	 	|	 
3	|	Cryptotermes cryptognathus	|	 	|	 
3	|	Cryptotermes cubicoceps	|	 	|	 
1	|	Cryptotermes cylindroceps	|	 	|	906893
3	|	Cryptotermes cymatofrons	|	 	|	 
1	|	Cryptotermes cynocephalus	|	 	|	105781
3	|	Cryptotermes darlingtonae	|	 	|	 
3	|	Cryptotermes darwini	|	 	|	 
3	|	Cryptotermes daulti	|	 	|	 
1	|	Cryptotermes declivis	|	 	|	1085568
3	|	Cryptotermes dolei	|	 	|	 
1	|	Cryptotermes domesticus	|	 	|	60569
1	|	Cryptotermes dudleyi	|	 	|	105782
3	|	Cryptotermes fatulus	|	 	|	 
3	|	Cryptotermes garifunae	|	 	|	 
3	|	Cryptotermes gearyi	|	 	|	 
3	|	Cryptotermes hainanensis	|	 	|	 
1	|	Cryptotermes havilandi	|	 	|	641612
3	|	Cryptotermes hemicyclius	|	 	|	 
3	|	Cryptotermes hilli	|	 	|	 
3	|	Cryptotermes juliani	|	 	|	 
3	|	Cryptotermes karachiensis	|	 	|	 
3	|	Cryptotermes kirbyi	|	 	|	 
3	|	Cryptotermes kororensis	|	 	|	 
1	|	Cryptotermes longicollis	|	 	|	641610
3	|	Cryptotermes luodianis	|	 	|	 
3	|	Cryptotermes mangoldi	|	 	|	 
3	|	Cryptotermes merwei	|	 	|	 
3	|	Cryptotermes naudei	|	 	|	 
3	|	Cryptotermes nitens	|	 	|	 
3	|	Cryptotermes nitidus	|	 	|	 
3	|	Cryptotermes pallidus	|	 	|	 
3	|	Cryptotermes papulosus	|	 	|	 
3	|	Cryptotermes parvifrons	|	 	|	 
3	|	Cryptotermes penaoru	|	 	|	 
3	|	Cryptotermes perforans	|	 	|	 
3	|	Cryptotermes pingyangensis	|	 	|	 
1	|	Cryptotermes primus	|	 	|	105783
3	|	Cryptotermes pyrodomus	|	 	|	 
1	|	Cryptotermes queenslandis	|	 	|	105784
3	|	Cryptotermes rhicnocephalus	|	 	|	 
3	|	Cryptotermes riverinae	|	 	|	 
3	|	Cryptotermes roonwali	|	 	|	 
3	|	Cryptotermes rotundiceps	|	 	|	 
1	|	Cryptotermes secundus	|	 	|	105785
3	|	Cryptotermes silvestrii	|	 	|	 
1	|	Cryptotermes simulatus	|	 	|	105786
3	|	Cryptotermes spathifrons	|	 	|	 
3	|	Cryptotermes sukauensis	|	 	|	 
3	|	Cryptotermes sumatrensis	|	 	|	 
1	|	Cryptotermes thailandis	|	 	|	229725
1	|	Cryptotermes tropicalis	|	 	|	105787
3	|	Cryptotermes undulans	|	 	|	 
3	|	Cryptotermes venezolanus	|	 	|	 
3	|	Cryptotermes verruculosus	|	 	|	 
3	|	Cubitermes aemulus	|	 	|	 
3	|	Cubitermes anatruncatus	|	 	|	 
3	|	Cubitermes atrox	|	 	|	 
3	|	Cubitermes banksi	|	 	|	 
3	|	Cubitermes bilobatodes	|	 	|	 
3	|	Cubitermes bilobatus	|	 	|	 
3	|	Cubitermes breviceps	|	 	|	 
3	|	Cubitermes bugeserae	|	 	|	 
3	|	Cubitermes bulbifrons	|	 	|	 
3	|	Cubitermes caesareus	|	 	|	 
3	|	Cubitermes comstocki	|	 	|	 
3	|	Cubitermes congoensis	|	 	|	 
3	|	Cubitermes conjenii	|	 	|	 
3	|	Cubitermes curtatus	|	 	|	 
3	|	Cubitermes duplex	|	 	|	 
3	|	Cubitermes exiguus	|	 	|	 
3	|	Cubitermes falcifer	|	 	|	 
3	|	Cubitermes finitimus	|	 	|	 
1	|	Cubitermes fulvus	|	 	|	1934476
1	|	Cubitermes fungifaber	|	 	|	377897
3	|	Cubitermes gaigei	|	 	|	 
3	|	Cubitermes gibbifrons	|	 	|	 
3	|	Cubitermes glebae	|	 	|	 
3	|	Cubitermes hamatus	|	 	|	 
3	|	Cubitermes inclitus	|	 	|	 
3	|	Cubitermes intercalatus	|	 	|	 
3	|	Cubitermes latens	|	 	|	 
3	|	Cubitermes loubetsiensis	|	 	|	 
3	|	Cubitermes microduplex	|	 	|	 
3	|	Cubitermes minitabundus	|	 	|	 
3	|	Cubitermes modestior	|	 	|	 
3	|	Cubitermes montanus	|	 	|	 
3	|	Cubitermes muneris	|	 	|	 
3	|	Cubitermes niokoloensis	|	 	|	 
1	|	Cubitermes oblectatus	|	 	|	1934477
3	|	Cubitermes oculatus	|	 	|	 
3	|	Cubitermes orthognathus	|	 	|	 
3	|	Cubitermes pallidiceps	|	 	|	 
3	|	Cubitermes planifrons	|	 	|	 
3	|	Cubitermes pretorianus	|	 	|	 
3	|	Cubitermes proximatus	|	 	|	 
3	|	Cubitermes sanctaeluciae	|	 	|	 
3	|	Cubitermes sankurensis	|	 	|	 
3	|	Cubitermes schereri	|	 	|	 
3	|	Cubitermes schmidti	|	 	|	 
3	|	Cubitermes severus	|	 	|	 
3	|	Cubitermes sierraleonicus	|	 	|	 
3	|	Cubitermes silvestrii	|	 	|	 
1	|	Cubitermes speciosus	|	 	|	2303997
1	|	Cubitermes subarquatus	|	 	|	143604
3	|	Cubitermes subcrenulatus	|	 	|	 
1	|	Cubitermes sulcifrons	|	 	|	1934479
3	|	Cubitermes tenuiceps	|	 	|	 
3	|	Cubitermes testaceus	|	 	|	 
3	|	Cubitermes transvaalensis	|	 	|	 
3	|	Cubitermes truncatoides	|	 	|	 
3	|	Cubitermes truncatus	|	 	|	 
1	|	Cubitermes ugandensis	|	 	|	1236676
1	|	Cubitermes umbratus	|	 	|	445440
3	|	Cubitermes undulatus	|	 	|	 
3	|	Cubitermes weissi	|	 	|	 
3	|	Cubitermes zavattarii	|	 	|	 
3	|	Cubitermes zenkeri	|	 	|	 
3	|	Cubitermes zulucola	|	 	|	 
3	|	Cubitermes zuluensis	|	 	|	 
3	|	Cucurbitermes parviceps	|	 	|	 
3	|	Cucurbitermes sinensis	|	 	|	 
3	|	Cucurbitermes yingdeensis	|	 	|	 
3	|	Curvitermes minor	|	 	|	 
1	|	Curvitermes odontognathus	|	 	|	1972823
3	|	Cylindrotermes brevipilosus	|	 	|	 
3	|	Cylindrotermes caata	|	 	|	 
3	|	Cylindrotermes capixaba	|	 	|	 
3	|	Cylindrotermes flangiatus	|	 	|	 
3	|	Cylindrotermes macrognathus	|	 	|	 
3	|	Cylindrotermes nordenskioldi	|	 	|	 
1	|	Cylindrotermes parvignathus	|	 	|	187535
1	|	Cylindrotermes sapiranga	|	 	|	2052667
1	|	Cyranotermes caete	|	 	|	377899
3	|	Cyranotermes glaber	|	 	|	 
3	|	Cyranotermes karipuna	|	 	|	 
1	|	Cyranotermes timuassu	|	 	|	2358281
1	|	Cyrilliotermes angulariceps	|	 	|	377900
3	|	Cyrilliotermes brevidens	|	 	|	 
3	|	Cyrilliotermes crassinasus	|	 	|	 
1	|	Cyrilliotermes strictinasus	|	 	|	2303978
1	|	Dentispicotermes brevicarinatus	|	 	|	187537
3	|	Dentispicotermes conjunctus	|	 	|	 
3	|	Dentispicotermes cupiporanga	|	 	|	 
3	|	Dentispicotermes globicephalus	|	 	|	 
3	|	Dentispicotermes pantanalis	|	 	|	 
3	|	Dicuspiditermes achankovili	|	 	|	 
3	|	Dicuspiditermes boseae	|	 	|	 
3	|	Dicuspiditermes cacuminatus	|	 	|	 
3	|	Dicuspiditermes cornutella	|	 	|	 
3	|	Dicuspiditermes fissifex	|	 	|	 
3	|	Dicuspiditermes fontanellus	|	 	|	 
3	|	Dicuspiditermes gravelyi	|	 	|	 
3	|	Dicuspiditermes hutsoni	|	 	|	 
1	|	Dicuspiditermes incola	|	 	|	377901
3	|	Dicuspiditermes kistneri	|	 	|	 
1	|	Dicuspiditermes laetus	|	 	|	2303998
1	|	Dicuspiditermes makhamensis	|	 	|	229705
3	|	Dicuspiditermes minutus	|	 	|	 
1	|	Dicuspiditermes nemorosus	|	 	|	73857
3	|	Dicuspiditermes obtusus	|	 	|	 
3	|	Dicuspiditermes punjabensis	|	 	|	 
3	|	Dicuspiditermes rothi	|	 	|	 
1	|	Dicuspiditermes santschii	|	 	|	377902
3	|	Dicuspiditermes sisiri	|	 	|	 
1	|	Dicuspiditermes spinitibialis	|	 	|	229704
1	|	Dihoplotermes inusitatus	|	 	|	187576
3	|	Dihoplotermes taurus	|	 	|	 
1	|	Disjunctitermes insularis	|	 	|	2025384
3	|	Diversitermes castaniceps	|	 	|	 
1	|	Diversitermes diversimiles	|	 	|	2358282
3	|	Diversitermes tiapuan	|	 	|	 
3	|	Divinotermes allognathus	|	 	|	 
3	|	Divinotermes digitatus	|	 	|	 
3	|	Divinotermes tuberculatus	|	 	|	 
3	|	Diwaitermes castanopsis	|	 	|	 
3	|	Diwaitermes foi	|	 	|	 
3	|	Diwaitermes kanehirai	|	 	|	 
3	|	Dolichorhinotermes japuraensis	|	 	|	 
3	|	Dolichorhinotermes lanciarius	|	 	|	 
3	|	Dolichorhinotermes latilabrum	|	 	|	 
3	|	Dolichorhinotermes longidens	|	 	|	 
1	|	Dolichorhinotermes longilabius	|	 	|	280685
3	|	Dolichorhinotermes neli	|	 	|	 
3	|	Dolichorhinotermes tenebrosus	|	 	|	 
3	|	Drepanotermes acicularis	|	 	|	 
3	|	Drepanotermes barretti	|	 	|	 
3	|	Drepanotermes basidens	|	 	|	 
3	|	Drepanotermes bellator	|	 	|	 
3	|	Drepanotermes brevis	|	 	|	 
3	|	Drepanotermes calabyi	|	 	|	 
3	|	Drepanotermes clarki	|	 	|	 
3	|	Drepanotermes columellaris	|	 	|	 
3	|	Drepanotermes corax	|	 	|	 
3	|	Drepanotermes crassidens	|	 	|	 
3	|	Drepanotermes daliensis	|	 	|	 
3	|	Drepanotermes dibolia	|	 	|	 
3	|	Drepanotermes diversicolor	|	 	|	 
3	|	Drepanotermes gayi	|	 	|	 
3	|	Drepanotermes hamulus	|	 	|	 
3	|	Drepanotermes hilli	|	 	|	 
3	|	Drepanotermes invasor	|	 	|	 
3	|	Drepanotermes magnificus	|	 	|	 
3	|	Drepanotermes paradoxus	|	 	|	 
3	|	Drepanotermes perniger	|	 	|	 
3	|	Drepanotermes phoenix	|	 	|	 
1	|	Drepanotermes rubriceps	|	 	|	62950
1	|	Drepanotermes septentrionalis	|	 	|	448102
3	|	Drepanotermes tamminensis	|	 	|	 
3	|	Duplidentitermes furcatidens	|	 	|	 
3	|	Duplidentitermes jurioni	|	 	|	 
3	|	Duplidentitermes latimentonis	|	 	|	 
1	|	Eburnitermes grassei	|	 	|	377903
3	|	Ekphysotermes jarmuranus	|	 	|	 
3	|	Ekphysotermes kalgoorliensis	|	 	|	 
3	|	Ekphysotermes ocellaris	|	 	|	 
3	|	Ekphysotermes pelatus	|	 	|	 
3	|	Ekphysotermes percomis	|	 	|	 
3	|	Eleanoritermes borneensis	|	 	|	 
3	|	Embiratermes benjamini	|	 	|	 
1	|	Embiratermes brevinasus	|	 	|	377904
1	|	Embiratermes chagresi	|	 	|	62945
1	|	Embiratermes festivellus	|	 	|	1972824
3	|	Embiratermes heterotypus	|	 	|	 
1	|	Embiratermes ignotus	|	 	|	1972825
3	|	Embiratermes latidens	|	 	|	 
1	|	Embiratermes neotenicus	|	 	|	1367269
3	|	Embiratermes parvirostris	|	 	|	 
3	|	Embiratermes robustus	|	 	|	 
1	|	Embiratermes silvestrii	|	 	|	1972826
3	|	Embiratermes snyderi	|	 	|	 
3	|	Embiratermes spissus	|	 	|	 
1	|	Embiratermes transandinus	|	 	|	377905
3	|	Emersonitermes thekadensis	|	 	|	 
3	|	Enetotermes bembicoides	|	 	|	 
1	|	Ephelotermes argutus	|	 	|	377906
3	|	Ephelotermes cheeli	|	 	|	 
1	|	Ephelotermes melachoma	|	 	|	448103
3	|	Ephelotermes paleatus	|	 	|	 
3	|	Ephelotermes persimilis	|	 	|	 
1	|	Ephelotermes taylori	|	 	|	448104
3	|	Epicalotermes aethiopicus	|	 	|	 
1	|	Epicalotermes kempae	|	 	|	2603940
1	|	Epicalotermes mkuzii	|	 	|	377907
3	|	Epicalotermes munroi	|	 	|	 
3	|	Epicalotermes pakistanicus	|	 	|	 
3	|	Epicalotermes planifrons	|	 	|	 
3	|	Eremotermes arctus	|	 	|	 
3	|	Eremotermes dehraduni	|	 	|	 
3	|	Eremotermes fletcheri	|	 	|	 
3	|	Eremotermes indicatus	|	 	|	 
3	|	Eremotermes madrasicus	|	 	|	 
3	|	Eremotermes nanus	|	 	|	 
3	|	Eremotermes neoparadoxalis	|	 	|	 
3	|	Eremotermes paradoxalis	|	 	|	 
3	|	Eremotermes sanyuktae	|	 	|	 
3	|	Eremotermes senegalensis	|	 	|	 
3	|	Ereymatermes panamensis	|	 	|	 
3	|	Ereymatermes piquira	|	 	|	 
3	|	Ereymatermes rotundiceps	|	 	|	 
3	|	Euchilotermes acutidens	|	 	|	 
3	|	Euchilotermes quadriceps	|	 	|	 
1	|	Euchilotermes tensus	|	 	|	377908
1	|	Euchilotermes umbraticola	|	 	|	378166
3	|	Eucryptotermes breviceps	|	 	|	 
3	|	Eucryptotermes hagenii	|	 	|	 
3	|	Euhamitermes aruna	|	 	|	 
3	|	Euhamitermes bidentatus	|	 	|	 
3	|	Euhamitermes chhotanii	|	 	|	 
3	|	Euhamitermes concavigulus	|	 	|	 
3	|	Euhamitermes daweishanensis	|	 	|	 
3	|	Euhamitermes dentatus	|	 	|	 
3	|	Euhamitermes guizhouensis	|	 	|	 
1	|	Euhamitermes hamatus	|	 	|	229713
3	|	Euhamitermes indicus	|	 	|	 
3	|	Euhamitermes kanhaensis	|	 	|	 
3	|	Euhamitermes karnatakensis	|	 	|	 
3	|	Euhamitermes lighti	|	 	|	 
3	|	Euhamitermes melanocephalus	|	 	|	 
3	|	Euhamitermes mengdingensis	|	 	|	 
3	|	Euhamitermes microcephalus	|	 	|	 
3	|	Euhamitermes quadratceps	|	 	|	 
3	|	Euhamitermes retusus	|	 	|	 
3	|	Euhamitermes shillongensis	|	 	|	 
3	|	Euhamitermes urbanii	|	 	|	 
3	|	Euhamitermes wittmeri	|	 	|	 
3	|	Euhamitermes yui	|	 	|	 
3	|	Euhamitermes yunnanensis	|	 	|	 
3	|	Euhamitermes yuntaishanensis	|	 	|	 
3	|	Euhamitermes zhejianensis	|	 	|	 
3	|	Eurytermes assmuthi	|	 	|	 
3	|	Eurytermes boveni	|	 	|	 
3	|	Eurytermes buddha	|	 	|	 
3	|	Eurytermes ceylonicus	|	 	|	 
3	|	Eurytermes mohana	|	 	|	 
3	|	Eurytermes topslipensis	|	 	|	 
3	|	Euscaiotermes primus	|	 	|	 
3	|	Eutermellus abruptus	|	 	|	 
3	|	Eutermellus aquilinus	|	 	|	 
3	|	Eutermellus bipartitus	|	 	|	 
3	|	Eutermellus convergens	|	 	|	 
3	|	Eutermellus undulans	|	 	|	 
1	|	Fastigitermes jucundus	|	 	|	377909
3	|	Firmitermes abyssinicus	|	 	|	 
3	|	Foraminitermes coatoni	|	 	|	 
3	|	Foraminitermes corniferus	|	 	|	 
3	|	Foraminitermes harrisi	|	 	|	 
1	|	Foraminitermes rhinoceros	|	 	|	1934485
3	|	Foraminitermes tubifrons	|	 	|	 
1	|	Foraminitermes valens	|	 	|	201573
3	|	Forficulitermes planifrons	|	 	|	 
1	|	Fulleritermes coatoni	|	 	|	377910
3	|	Fulleritermes contractus	|	 	|	 
3	|	Fulleritermes mallyi	|	 	|	 
1	|	Fulleritermes tenebricus	|	 	|	1042818
3	|	Furculitermes brevilabius	|	 	|	 
3	|	Furculitermes brevimalatus	|	 	|	 
1	|	Furculitermes cubitalis	|	 	|	1934486
3	|	Furculitermes hendrickxi	|	 	|	 
1	|	Furculitermes longilabius	|	 	|	1934487
3	|	Furculitermes parviceps	|	 	|	 
1	|	Furculitermes soyeri	|	 	|	1934488
1	|	Furculitermes winifredae	|	 	|	1934489
1	|	Genuotermes spinifer	|	 	|	1972827
1	|	Globitermes brachycerastes	|	 	|	574770
1	|	Globitermes globosus	|	 	|	187539
3	|	Globitermes menglaensis	|	 	|	 
3	|	Globitermes mengpengensis	|	 	|	 
3	|	Globitermes minor	|	 	|	 
1	|	Globitermes sulphureus	|	 	|	229677
3	|	Globitermes vadaensis	|	 	|	 
1	|	Glossotermes oculatus	|	 	|	280691
3	|	Glossotermes sulcatus	|	 	|	 
3	|	Glyptotermes adamsoni	|	 	|	 
3	|	Glyptotermes almorensis	|	 	|	 
3	|	Glyptotermes amplus	|	 	|	 
3	|	Glyptotermes angustithorax	|	 	|	 
1	|	Glyptotermes angustus	|	 	|	2052659
3	|	Glyptotermes arshadi	|	 	|	 
3	|	Glyptotermes asperatus	|	 	|	 
3	|	Glyptotermes baliochilus	|	 	|	 
1	|	Glyptotermes barretti	|	 	|	1889898
3	|	Glyptotermes besarensis	|	 	|	 
3	|	Glyptotermes bilobatus	|	 	|	 
3	|	Glyptotermes bimaculifrons	|	 	|	 
3	|	Glyptotermes borneensis	|	 	|	 
3	|	Glyptotermes brachythorax	|	 	|	 
3	|	Glyptotermes brevicaudatus	|	 	|	 
1	|	Glyptotermes brevicornis	|	 	|	105788
3	|	Glyptotermes buttelreepeni	|	 	|	 
3	|	Glyptotermes canellae	|	 	|	 
3	|	Glyptotermes caudomunitus	|	 	|	 
3	|	Glyptotermes ceylonicus	|	 	|	 
3	|	Glyptotermes chapmani	|	 	|	 
3	|	Glyptotermes chatterjii	|	 	|	 
3	|	Glyptotermes chinpingensis	|	 	|	 
3	|	Glyptotermes concavifrons	|	 	|	 
3	|	Glyptotermes contracticornis	|	 	|	 
3	|	Glyptotermes coorgensis	|	 	|	 
3	|	Glyptotermes curticeps	|	 	|	 
3	|	Glyptotermes daiyunensis	|	 	|	 
3	|	Glyptotermes daweishanensis	|	 	|	 
3	|	Glyptotermes dentatus	|	 	|	 
3	|	Glyptotermes dilatatus	|	 	|	 
3	|	Glyptotermes emei	|	 	|	 
3	|	Glyptotermes eucalypti	|	 	|	 
3	|	Glyptotermes euryceps	|	 	|	 
3	|	Glyptotermes ficus	|	 	|	 
3	|	Glyptotermes finniganensis	|	 	|	 
3	|	Glyptotermes franciae	|	 	|	 
3	|	Glyptotermes fujianensis	|	 	|	 
1	|	Glyptotermes fuscus	|	 	|	60575
3	|	Glyptotermes guamensis	|	 	|	 
3	|	Glyptotermes guianaensis	|	 	|	 
3	|	Glyptotermes guizhouensis	|	 	|	 
3	|	Glyptotermes hejiangensis	|	 	|	 
3	|	Glyptotermes hendrickxi	|	 	|	 
3	|	Glyptotermes hesperus	|	 	|	 
3	|	Glyptotermes hospitalis	|	 	|	 
3	|	Glyptotermes ignotus	|	 	|	 
3	|	Glyptotermes insulanus	|	 	|	 
1	|	Glyptotermes iridipennis	|	 	|	105790
3	|	Glyptotermes jinyunensis	|	 	|	 
3	|	Glyptotermes jurioni	|	 	|	 
3	|	Glyptotermes kachongensis	|	 	|	 
3	|	Glyptotermes kawandae	|	 	|	 
3	|	Glyptotermes kirbyi	|	 	|	 
3	|	Glyptotermes kunakensis	|	 	|	 
3	|	Glyptotermes laticaudomunitus	|	 	|	 
3	|	Glyptotermes latignathus	|	 	|	 
3	|	Glyptotermes latithorax	|	 	|	 
3	|	Glyptotermes liangshanensis	|	 	|	 
3	|	Glyptotermes liberatus	|	 	|	 
3	|	Glyptotermes lighti	|	 	|	 
3	|	Glyptotermes limulingensis	|	 	|	 
3	|	Glyptotermes longipennis	|	 	|	 
3	|	Glyptotermes longnanensis	|	 	|	 
3	|	Glyptotermes longuisculus	|	 	|	 
3	|	Glyptotermes luteus	|	 	|	 
3	|	Glyptotermes maculifrons	|	 	|	 
3	|	Glyptotermes magnioculus	|	 	|	 
3	|	Glyptotermes magsaysayi	|	 	|	 
3	|	Glyptotermes mandibulicinus	|	 	|	 
3	|	Glyptotermes marlatti	|	 	|	 
3	|	Glyptotermes minutus	|	 	|	 
3	|	Glyptotermes montanus	|	 	|	 
3	|	Glyptotermes nadaensis	|	 	|	 
1	|	Glyptotermes nakajimai	|	 	|	64670
3	|	Glyptotermes neoborneensis	|	 	|	 
3	|	Glyptotermes nevermani	|	 	|	 
3	|	Glyptotermes nicobarensis	|	 	|	 
3	|	Glyptotermes niger	|	 	|	 
3	|	Glyptotermes nissanensis	|	 	|	 
3	|	Glyptotermes orthognathus	|	 	|	 
3	|	Glyptotermes palauensis	|	 	|	 
3	|	Glyptotermes panaitanensis	|	 	|	 
3	|	Glyptotermes paracaudomunitus	|	 	|	 
3	|	Glyptotermes paratuberculatus	|	 	|	 
3	|	Glyptotermes parki	|	 	|	 
3	|	Glyptotermes parvoculatus	|	 	|	 
1	|	Glyptotermes parvulus	|	 	|	2603943
3	|	Glyptotermes parvus	|	 	|	 
3	|	Glyptotermes pellucidus	|	 	|	 
3	|	Glyptotermes perparvus	|	 	|	 
3	|	Glyptotermes pinangae	|	 	|	 
3	|	Glyptotermes planus	|	 	|	 
3	|	Glyptotermes posticus	|	 	|	 
3	|	Glyptotermes pubescens	|	 	|	 
3	|	Glyptotermes reticulatus	|	 	|	 
3	|	Glyptotermes rotundifrons	|	 	|	 
1	|	Glyptotermes satsumensis	|	 	|	280678
3	|	Glyptotermes schmidti	|	 	|	 
3	|	Glyptotermes scotti	|	 	|	 
3	|	Glyptotermes seeversi	|	 	|	 
3	|	Glyptotermes sensarmai	|	 	|	 
3	|	Glyptotermes sepilokensis	|	 	|	 
3	|	Glyptotermes shaanxiensis	|	 	|	 
3	|	Glyptotermes sicki	|	 	|	 
3	|	Glyptotermes simaoensis	|	 	|	 
3	|	Glyptotermes sinomalatus	|	 	|	 
3	|	Glyptotermes succineus	|	 	|	 
3	|	Glyptotermes suturis	|	 	|	 
3	|	Glyptotermes taruni	|	 	|	 
3	|	Glyptotermes taveuniensis	|	 	|	 
3	|	Glyptotermes teknafensis	|	 	|	 
3	|	Glyptotermes thailandis	|	 	|	 
3	|	Glyptotermes tikaderi	|	 	|	 
3	|	Glyptotermes tripurensis	|	 	|	 
3	|	Glyptotermes truncatus	|	 	|	 
3	|	Glyptotermes tsaii	|	 	|	 
1	|	Glyptotermes tuberculatus	|	 	|	105791
3	|	Glyptotermes tuberifer	|	 	|	 
3	|	Glyptotermes ueleensis	|	 	|	 
3	|	Glyptotermes ukhiaensis	|	 	|	 
3	|	Glyptotermes verrucosus	|	 	|	 
3	|	Glyptotermes xantholabrum	|	 	|	 
3	|	Glyptotermes xiamenensis	|	 	|	 
3	|	Glyptotermes yingdeensis	|	 	|	 
3	|	Glyptotermes yui	|	 	|	 
3	|	Glyptotermes zhaoi	|	 	|	 
3	|	Gnathamitermes grandis	|	 	|	 
3	|	Gnathamitermes nigriceps	|	 	|	 
3	|	Gnathamitermes perplexus	|	 	|	 
3	|	Gnathamitermes tubiformans	|	 	|	 
3	|	Grallatotermes admirabilus	|	 	|	 
3	|	Grallatotermes africanus	|	 	|	 
3	|	Grallatotermes grallator	|	 	|	 
3	|	Grallatotermes grallatoriformis	|	 	|	 
3	|	Grallatotermes niger	|	 	|	 
3	|	Grallatotermes splendidus	|	 	|	 
3	|	Grallatotermes weyeri	|	 	|	 
1	|	Grigiotermes hageni	|	 	|	1778920
3	|	Hapsidotermes harrisi	|	 	|	 
3	|	Hapsidotermes labellus	|	 	|	 
3	|	Hapsidotermes longius	|	 	|	 
3	|	Hapsidotermes maideni	|	 	|	 
3	|	Hapsidotermes orbus	|	 	|	 
3	|	Heimitermes laticeps	|	 	|	 
3	|	Heimitermes moorei	|	 	|	 
3	|	Hesperotermes infrequens	|	 	|	 
3	|	Heterotermes aethiopicus	|	 	|	 
1	|	Heterotermes assu	|	 	|	256711
1	|	Heterotermes aureus	|	 	|	256708
3	|	Heterotermes balwanti	|	 	|	 
3	|	Heterotermes brevicatena	|	 	|	 
1	|	Heterotermes cardini	|	 	|	256706
3	|	Heterotermes ceylonicus	|	 	|	 
1	|	Heterotermes convexinotatus	|	 	|	256707
1	|	Heterotermes crinitus	|	 	|	1367271
1	|	Heterotermes ferox	|	 	|	232793
3	|	Heterotermes gertrudae	|	 	|	 
1	|	Heterotermes indicola	|	 	|	1255085
3	|	Heterotermes intermedius	|	 	|	 
3	|	Heterotermes longicatena	|	 	|	 
1	|	Heterotermes longiceps	|	 	|	280682
3	|	Heterotermes maculatus	|	 	|	 
1	|	Heterotermes malabaricus	|	 	|	1826158
3	|	Heterotermes occiduus	|	 	|	 
3	|	Heterotermes omanae	|	 	|	 
3	|	Heterotermes pamatatensis	|	 	|	 
1	|	Heterotermes paradoxus	|	 	|	1826061
3	|	Heterotermes perfidus	|	 	|	 
3	|	Heterotermes philippinensis	|	 	|	 
1	|	Heterotermes platycephalus	|	 	|	377913
1	|	Heterotermes sulcatus	|	 	|	2507937
1	|	Heterotermes tenuior	|	 	|	127379
1	|	Heterotermes tenuis	|	 	|	256704
1	|	Heterotermes vagus	|	 	|	448105
1	|	Heterotermes validus	|	 	|	1826159
3	|	Heterotermes wittmeri	|	 	|	 
3	|	Hirtitermes brabazoni	|	 	|	 
1	|	Hirtitermes hirtiventris	|	 	|	1934491
3	|	Hirtitermes spinocephalus	|	 	|	 
3	|	Hodotermes erithreensis	|	 	|	 
1	|	Hodotermes mossambicus	|	 	|	187541
1	|	Hodotermopsis sjostedti	|	 	|	377914
1	|	Homallotermes eleanorae	|	 	|	377915
3	|	Homallotermes exiguus	|	 	|	 
1	|	Homallotermes foraminifer	|	 	|	1934493
3	|	Homallotermes pilosus	|	 	|	 
3	|	Hoplognathotermes angolensis	|	 	|	 
3	|	Hoplognathotermes submissus	|	 	|	 
3	|	Hoplognathotermes subterraneus	|	 	|	 
3	|	Hoplotermes amplus	|	 	|	 
3	|	Hospitalitermes asahinai	|	 	|	 
1	|	Hospitalitermes ataramensis	|	 	|	229654
1	|	Hospitalitermes bicolor	|	 	|	325824
3	|	Hospitalitermes birmanicus	|	 	|	 
3	|	Hospitalitermes blairi	|	 	|	 
3	|	Hospitalitermes brevirostratus	|	 	|	 
3	|	Hospitalitermes butteli	|	 	|	 
3	|	Hospitalitermes damenglongensis	|	 	|	 
3	|	Hospitalitermes diurnus	|	 	|	 
3	|	Hospitalitermes ferrugineus	|	 	|	 
3	|	Hospitalitermes flaviventris	|	 	|	 
3	|	Hospitalitermes flavoantennaris	|	 	|	 
3	|	Hospitalitermes grassii	|	 	|	 
1	|	Hospitalitermes hospitalis	|	 	|	377916
3	|	Hospitalitermes irianensis	|	 	|	 
3	|	Hospitalitermes javanicus	|	 	|	 
1	|	Hospitalitermes jepsoni	|	 	|	229655
3	|	Hospitalitermes jinghongensis	|	 	|	 
3	|	Hospitalitermes kali	|	 	|	 
3	|	Hospitalitermes krishnai	|	 	|	 
3	|	Hospitalitermes lividiceps	|	 	|	 
3	|	Hospitalitermes madrasi	|	 	|	 
3	|	Hospitalitermes majusculus	|	 	|	 
1	|	Hospitalitermes medioflavus	|	 	|	62943
3	|	Hospitalitermes moluccanus	|	 	|	 
1	|	Hospitalitermes monoceros	|	 	|	377917
